,ID,Date,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Community Areas,Wards
7618,11719855,06/10/2019 12:00:00 PM,005XX S CLINTON ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,124,1,25,28,,,2019,06/17/2019 4:16:37 PM,,,,
7620,11719270,06/10/2019 12:00:00 PM,001XX W ELM ST,BATTERY,OTHER,FALSE,FALSE,1824,18,27,8,,,2019,06/17/2019 4:16:37 PM,,,,
7621,11733611,06/10/2019 12:00:00 PM,004XX W DEMING PL,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1935,19,43,7,,,2019,06/25/2019 4:19:57 PM,,,,
7622,11725362,06/10/2019 12:00:00 PM,035XX N ELSTON AVE,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,1733,17,35,21,,,2019,06/17/2019 4:16:37 PM,,,,
7624,11721306,06/10/2019 12:00:00 PM,049XX S WABASH AVE,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,224,2,3,38,,,2019,06/17/2019 4:16:37 PM,,,,
7625,11717705,06/10/2019 12:00:00 PM,037XX W 38TH ST,THEFT,OTHER,FALSE,FALSE,821,8,14,57,,,2019,06/17/2019 4:16:37 PM,,,,
7627,11717849,06/10/2019 12:00:00 PM,046XX W NORTH AVE,THEFT,DEPARTMENT STORE,TRUE,FALSE,2533,25,37,25,,,2019,06/17/2019 4:16:37 PM,,,,
7628,11717783,06/10/2019 12:00:00 PM,030XX N MANGO AVE,BATTERY,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,2514,25,30,19,,,2019,06/17/2019 4:16:37 PM,,,,
7629,11720414,06/10/2019 12:00:00 PM,102XX W ZEMKE RD,DECEPTIVE PRACTICE,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,1654,16,41,76,,,2019,06/17/2019 4:16:37 PM,,,,
7631,11718172,06/10/2019 11:55:00 AM,024XX N LINCOLN AVE,THEFT,RESTAURANT,FALSE,FALSE,1935,19,43,7,,,2019,06/17/2019 4:16:37 PM,,,,
7632,11718355,06/10/2019 11:47:00 AM,050XX W MONTANA ST,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,2521,25,31,19,,,2019,06/17/2019 4:16:37 PM,,,,
7634,11720732,06/10/2019 11:45:00 AM,0000X W 79TH ST,THEFT,STREET,FALSE,FALSE,623,6,6,44,,,2019,06/17/2019 4:16:37 PM,,,,
7636,11717882,06/10/2019 11:42:00 AM,059XX N GLENWOOD AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,2013,20,48,77,,,2019,06/17/2019 4:16:37 PM,,,,
7637,11717637,06/10/2019 11:41:00 AM,103XX S HOYNE AVE,THEFT,STREET,FALSE,FALSE,2212,22,19,72,,,2019,06/17/2019 4:16:37 PM,,,,
7638,11718382,06/10/2019 11:40:00 AM,006XX E 101ST ST,THEFT,RESIDENCE,FALSE,FALSE,511,5,9,49,,,2019,06/17/2019 4:16:37 PM,,,,
7640,11717777,06/10/2019 11:34:00 AM,021XX N ASHLAND AVE,THEFT,GROCERY FOOD STORE,TRUE,FALSE,1432,14,32,22,,,2019,06/17/2019 4:16:37 PM,,,,
7641,11730420,06/10/2019 11:32:00 AM,017XX W ESTES AVE,THEFT,APARTMENT,FALSE,FALSE,2423,24,49,1,,,2019,06/22/2019 4:09:32 PM,,,,
7643,11717648,06/10/2019 11:28:00 AM,002XX W GARFIELD BLVD,BATTERY,CTA TRAIN,FALSE,FALSE,935,9,3,37,,,2019,06/17/2019 4:16:37 PM,,,,
7644,11717560,06/10/2019 11:28:00 AM,015XX N MILWAUKEE AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1424,14,1,24,,,2019,06/17/2019 4:16:37 PM,,,,
7645,11717621,06/10/2019 11:20:00 AM,0000X S BAGGAGE LN,THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,FALSE,813,8,13,56,,,2019,06/17/2019 4:16:37 PM,,,,
7646,11717522,06/10/2019 11:15:00 AM,002XX N KEELER AVE,NARCOTICS,SIDEWALK,TRUE,FALSE,1114,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7647,11717543,06/10/2019 11:15:00 AM,016XX N DAMEN AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1434,14,2,24,,,2019,06/17/2019 4:16:37 PM,,,,
7648,11717638,06/10/2019 11:15:00 AM,012XX N LARRABEE ST,THEFT,DEPARTMENT STORE,TRUE,FALSE,1822,18,27,8,,,2019,06/17/2019 4:16:37 PM,,,,
7649,11717606,06/10/2019 11:14:00 AM,071XX S ASHLAND AVE,CRIMINAL TRESPASS,TAVERN/LIQUOR STORE,TRUE,FALSE,735,7,17,67,,,2019,06/17/2019 4:16:37 PM,,,,
7650,11720441,06/10/2019 11:13:00 AM,086XX S HALSTED ST,BATTERY,GAS STATION,FALSE,FALSE,622,6,21,71,,,2019,06/17/2019 4:16:37 PM,,,,
7651,11718309,06/10/2019 11:05:00 AM,011XX S MICHIGAN AVE,BURGLARY,APARTMENT,FALSE,FALSE,123,1,4,32,,,2019,06/17/2019 4:16:37 PM,,,,
7652,11717653,06/10/2019 11:03:00 AM,051XX W OHIO ST,WEAPONS VIOLATION,STREET,FALSE,FALSE,1532,15,37,25,,,2019,06/17/2019 4:16:37 PM,,,,
7653,11735269,06/10/2019 11:00:00 AM,002XX W 87TH ST,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,634,6,21,44,,,2019,06/26/2019 4:18:16 PM,,,,
7654,11719258,06/10/2019 11:00:00 AM,034XX W FLOURNOY ST,BATTERY,APARTMENT,FALSE,FALSE,1133,11,24,27,,,2019,06/17/2019 4:16:37 PM,,,,
7657,11718004,06/10/2019 11:00:00 AM,036XX W CORTLAND ST,BURGLARY,RESIDENCE,FALSE,FALSE,2535,25,1,22,,,2019,06/17/2019 4:16:37 PM,,,,
7658,11717564,06/10/2019 11:00:00 AM,001XX W 87TH ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,622,6,21,44,,,2019,06/17/2019 4:16:37 PM,,,,
7661,11717715,06/10/2019 10:59:00 AM,111XX S VINCENNES AVE,BATTERY,GAS STATION,FALSE,FALSE,2212,22,19,75,,,2019,06/17/2019 4:16:37 PM,,,,
7663,11718407,06/10/2019 10:50:00 AM,077XX S PHILLIPS AVE,BATTERY,RESIDENCE,FALSE,FALSE,421,4,7,43,,,2019,06/17/2019 4:16:37 PM,,,,
7664,11717587,06/10/2019 10:50:00 AM,001XX W 87TH ST,THEFT,DEPARTMENT STORE,FALSE,FALSE,634,6,21,44,,,2019,06/17/2019 4:16:37 PM,,,,
7665,11720739,06/10/2019 10:45:00 AM,064XX S DR MARTIN LUTHER KING JR DR,BATTERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,312,3,20,69,,,2019,06/17/2019 4:16:37 PM,,,,
7666,11717635,06/10/2019 10:45:00 AM,005XX N MICHIGAN AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1834,18,42,8,,,2019,06/17/2019 4:16:37 PM,,,,
7668,11717626,06/10/2019 10:42:00 AM,009XX W FULTON MARKET,THEFT,FACTORY/MANUFACTURING BUILDING,FALSE,FALSE,1214,12,27,28,,,2019,06/17/2019 4:16:37 PM,,,,
7671,11717667,06/10/2019 10:38:00 AM,001XX N STATE ST,THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7674,11717924,06/10/2019 10:30:00 AM,037XX W DOUGLAS BLVD,THEFT,STREET,FALSE,TRUE,1011,10,24,29,,,2019,06/17/2019 4:16:37 PM,,,,
7675,11717759,06/10/2019 10:30:00 AM,048XX N ST LOUIS AVE,BURGLARY,APARTMENT,FALSE,FALSE,1712,17,33,14,,,2019,06/17/2019 4:16:37 PM,,,,
7677,11718389,06/10/2019 10:30:00 AM,104XX S PARNELL AVE,BATTERY,RESIDENCE,FALSE,TRUE,2233,22,34,49,,,2019,06/17/2019 4:16:37 PM,,,,
7678,11717908,06/10/2019 10:30:00 AM,034XX N ASHLAND AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1922,19,47,6,,,2019,06/17/2019 4:16:37 PM,,,,
7679,11717683,06/10/2019 10:30:00 AM,003XX S CICERO AVE,THEFT,STREET,FALSE,FALSE,1533,15,28,25,,,2019,06/17/2019 4:16:37 PM,,,,
7680,11717806,06/10/2019 10:30:00 AM,0000X W 95TH ST,BATTERY,CTA PLATFORM,FALSE,FALSE,634,6,21,49,,,2019,06/17/2019 4:16:37 PM,,,,
7681,11717507,06/10/2019 10:29:00 AM,039XX W MONROE ST,NARCOTICS,RESIDENCE-GARAGE,TRUE,FALSE,1122,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7682,11717518,06/10/2019 10:28:00 AM,034XX N BELL AVE,THEFT,STREET,FALSE,FALSE,1921,19,32,5,,,2019,06/17/2019 4:16:37 PM,,,,
7683,11717556,06/10/2019 10:25:00 AM,0000X W MADISON ST,BATTERY,STREET,FALSE,FALSE,112,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7684,11719241,06/10/2019 10:21:00 AM,085XX S COTTAGE GROVE AVE,BURGLARY,SMALL RETAIL STORE,FALSE,FALSE,632,6,8,44,,,2019,06/17/2019 4:16:37 PM,,,,
7685,11723665,06/10/2019 10:20:00 AM,001XX W MADISON ST,BATTERY,SIDEWALK,FALSE,FALSE,122,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7686,11724427,06/10/2019 10:20:00 AM,048XX S COTTAGE GROVE AVE,THEFT,GROCERY FOOD STORE,FALSE,FALSE,223,2,4,38,,,2019,06/17/2019 4:16:37 PM,,,,
7687,11717512,06/10/2019 10:20:00 AM,030XX N DAMEN AVE,THEFT,PARK PROPERTY,FALSE,FALSE,1931,19,32,5,,,2019,06/17/2019 4:16:37 PM,,,,
7691,11717679,06/10/2019 10:12:00 AM,0000X N MICHIGAN AVE,THEFT,RESTAURANT,FALSE,FALSE,112,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7692,11717550,06/10/2019 10:10:00 AM,008XX N MICHIGAN AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1833,18,2,8,,,2019,06/17/2019 4:16:37 PM,,,,
7693,11717605,06/10/2019 10:10:00 AM,103XX S CHARLES ST,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2212,22,19,72,,,2019,06/17/2019 4:16:37 PM,,,,
7694,11717479,06/10/2019 10:10:00 AM,0000X N MICHIGAN AVE,THEFT,RESTAURANT,FALSE,FALSE,114,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7695,11717487,06/10/2019 10:08:00 AM,012XX S ASHLAND AVE,THEFT,GROCERY FOOD STORE,FALSE,FALSE,1233,12,28,28,,,2019,06/17/2019 4:16:37 PM,,,,
7696,11717814,06/10/2019 10:00:00 AM,064XX W FULLERTON AVE,THEFT,OTHER,FALSE,FALSE,2512,25,36,19,,,2019,06/17/2019 4:16:37 PM,,,,
7699,11724500,06/10/2019 10:00:00 AM,012XX N WASHTENAW AVE,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1423,14,26,24,,,2019,06/17/2019 4:16:37 PM,,,,
7700,11717581,06/10/2019 10:00:00 AM,023XX N LISTER AVE,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,1432,14,32,22,,,2019,06/17/2019 4:16:37 PM,,,,
7702,11717934,06/10/2019 9:52:00 AM,082XX S ST LAWRENCE AVE,BATTERY,RESIDENCE,FALSE,TRUE,631,6,6,44,,,2019,06/17/2019 4:16:37 PM,,,,
7703,11717460,06/10/2019 9:50:00 AM,042XX W MADISON ST,THEFT,CONVENIENCE STORE,FALSE,FALSE,1115,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7704,11717523,06/10/2019 9:49:00 AM,028XX S CALIFORNIA BLVD,NARCOTICS,NURSING HOME/RETIREMENT HOME,TRUE,FALSE,1034,10,12,30,,,2019,06/17/2019 4:16:37 PM,,,,
7705,11717690,06/10/2019 9:45:00 AM,052XX W MADISON ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1522,15,28,25,,,2019,06/27/2019 4:00:43 PM,,,,
7708,11722344,06/10/2019 9:40:00 AM,001XX W GARFIELD BLVD,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,FALSE,FALSE,225,2,3,37,,,2019,06/17/2019 4:16:37 PM,,,,
7709,11717552,06/10/2019 9:40:00 AM,002XX N KOLMAR AVE,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1113,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7710,11717464,06/10/2019 9:35:00 AM,085XX S ADA ST,BATTERY,RESIDENCE,TRUE,FALSE,613,6,21,71,,,2019,06/20/2019 4:14:52 PM,,,,
7713,11717654,06/10/2019 9:30:00 AM,0000X E WACKER DR,CRIMINAL TRESPASS,HOTEL/MOTEL,TRUE,FALSE,111,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7715,11717538,06/10/2019 9:16:00 AM,056XX N OSAGE AVE,BATTERY,RESIDENCE,FALSE,TRUE,1614,16,41,10,,,2019,06/17/2019 4:16:37 PM,,,,
7716,11717610,06/10/2019 9:15:00 AM,023XX W 23RD ST,BATTERY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1034,10,25,31,,,2019,06/17/2019 4:16:37 PM,,,,
7717,11726239,06/10/2019 9:12:00 AM,006XX S CENTRAL AVE,THEFT,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,1522,15,29,25,,,2019,06/18/2019 4:15:10 PM,,,,
7719,11718622,06/10/2019 9:06:00 AM,019XX N MILWAUKEE AVE,BURGLARY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1434,14,1,22,,,2019,06/17/2019 4:16:37 PM,,,,
7720,11717577,06/10/2019 9:02:00 AM,002XX W GARFIELD BLVD,NARCOTICS,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,935,9,3,37,,,2019,06/17/2019 4:16:37 PM,,,,
7721,11720048,06/10/2019 9:00:00 AM,003XX N STATE ST,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1831,18,42,8,,,2019,06/17/2019 4:16:37 PM,,,,
7722,11717591,06/10/2019 9:00:00 AM,017XX N LUNA AVE,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,2532,25,37,25,,,2019,06/17/2019 4:16:37 PM,,,,
7725,11734104,06/10/2019 9:00:00 AM,027XX S KEDVALE AVE,THEFT,APARTMENT,FALSE,FALSE,1031,10,22,30,,,2019,06/25/2019 4:19:57 PM,,,,
7726,11721531,06/10/2019 9:00:00 AM,071XX W IRVING PARK RD,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1632,16,38,17,,,2019,06/17/2019 4:16:37 PM,,,,
7727,11721671,06/10/2019 9:00:00 AM,052XX W CORNELIA AVE,BURGLARY,RESIDENCE,FALSE,FALSE,1634,16,30,15,,,2019,06/17/2019 4:16:37 PM,,,,
7729,11717888,06/10/2019 9:00:00 AM,073XX S SEELEY AVE,BURGLARY,RESIDENCE,FALSE,FALSE,735,7,17,67,,,2019,06/17/2019 4:16:37 PM,,,,
7730,11729878,06/10/2019 9:00:00 AM,052XX S PRAIRIE AVE,BURGLARY,OTHER,FALSE,FALSE,231,2,3,40,,,2019,06/21/2019 4:07:18 PM,,,,
7731,11717426,06/10/2019 9:00:00 AM,033XX N HOYNE AVE,BATTERY,APARTMENT,FALSE,TRUE,1921,19,32,5,,,2019,06/17/2019 4:16:37 PM,,,,
7734,11721206,06/10/2019 9:00:00 AM,0000X W OHIO ST,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,1832,18,42,8,,,2019,06/17/2019 4:16:37 PM,,,,
7736,11717561,06/10/2019 8:56:00 AM,002XX N SACRAMENTO BLVD,BATTERY,RESIDENCE,TRUE,TRUE,1222,12,27,27,,,2019,06/17/2019 4:16:37 PM,,,,
7738,11717618,06/10/2019 8:49:00 AM,043XX W IRVING PARK RD,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1722,17,45,16,,,2019,06/17/2019 4:16:37 PM,,,,
7739,11717970,06/10/2019 8:45:00 AM,003XX W ADAMS ST,THEFT,OTHER,FALSE,FALSE,122,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7741,11717500,06/10/2019 8:39:00 AM,027XX N WESTERN AVE,BATTERY,SIDEWALK,FALSE,FALSE,1411,14,32,22,,,2019,06/17/2019 4:16:37 PM,,,,
7743,11719899,06/10/2019 8:30:00 AM,039XX W WASHINGTON BLVD,THEFT,GAS STATION,FALSE,FALSE,1122,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7747,11717411,06/10/2019 8:30:00 AM,111XX S MICHIGAN AVE,BATTERY,STREET,TRUE,FALSE,531,5,9,49,,,2019,06/17/2019 4:16:37 PM,,,,
7748,11717439,06/10/2019 8:27:00 AM,008XX N STATE ST,THEFT,CTA TRAIN,FALSE,FALSE,1832,18,2,8,,,2019,06/17/2019 4:16:37 PM,,,,
7749,11717589,06/10/2019 8:25:00 AM,0000X E RANDOLPH ST,THEFT,ATHLETIC CLUB,FALSE,FALSE,111,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7751,11717604,06/10/2019 8:15:00 AM,094XX S LONGWOOD DR,THEFT,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2221,22,19,72,,,2019,06/17/2019 4:16:37 PM,,,,
7752,11717438,06/10/2019 8:15:00 AM,012XX N CLARK ST,THEFT,CTA PLATFORM,FALSE,FALSE,1821,18,2,8,,,2019,06/17/2019 4:16:37 PM,,,,
7753,11718057,06/10/2019 8:15:00 AM,002XX N LA SALLE ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,122,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7754,11720019,06/10/2019 8:15:00 AM,007XX N MENARD AVE,THEFT,APARTMENT,FALSE,TRUE,1511,15,29,25,,,2019,06/17/2019 4:16:37 PM,,,,
7755,11717466,06/10/2019 8:15:00 AM,012XX N CLARK ST,THEFT,CTA PLATFORM,FALSE,FALSE,1821,18,2,8,,,2019,06/17/2019 4:16:37 PM,,,,
7757,11726783,06/10/2019 8:00:00 AM,054XX N NORTHWEST HWY,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1622,16,45,11,,,2019,06/19/2019 4:23:23 PM,,,,
7759,11717423,06/10/2019 8:00:00 AM,026XX S KEDZIE AVE,THEFT,SIDEWALK,FALSE,FALSE,1033,10,12,30,,,2019,06/17/2019 4:16:37 PM,,,,
7761,11717442,06/10/2019 7:30:00 AM,001XX N GREEN ST,THEFT,STREET,FALSE,FALSE,1224,12,27,28,,,2019,06/17/2019 4:16:37 PM,,,,
7762,11717397,06/10/2019 7:30:00 AM,039XX W WILCOX ST,BATTERY,STREET,FALSE,FALSE,1122,11,28,26,,,2019,06/17/2019 4:16:37 PM,,,,
7763,11717900,06/10/2019 7:30:00 AM,019XX W 95TH ST,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2213,22,19,72,,,2019,06/17/2019 4:16:37 PM,,,,
7765,11717458,06/10/2019 7:16:00 AM,001XX S STATE ST,CRIMINAL TRESPASS,OTHER,FALSE,FALSE,112,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7766,11717812,06/10/2019 7:15:00 AM,0000X W BURTON PL,CRIMINAL TRESPASS,RESIDENCE,FALSE,FALSE,1824,18,2,8,,,2019,06/17/2019 4:16:37 PM,,,,
7771,11717400,06/10/2019 6:50:00 AM,044XX N MALDEN ST,BATTERY,APARTMENT,FALSE,TRUE,1913,19,46,3,,,2019,06/17/2019 4:16:37 PM,,,,
7772,11720651,06/10/2019 6:45:00 AM,051XX W SCHUBERT AVE,THEFT,RESIDENCE,FALSE,FALSE,2521,25,31,19,,,2019,06/17/2019 4:16:37 PM,,,,
7773,11718378,06/10/2019 6:37:00 AM,026XX S RIDGEWAY AVE,BATTERY,APARTMENT,FALSE,FALSE,1031,10,22,30,,,2019,06/17/2019 4:16:37 PM,,,,
7777,11717370,06/10/2019 6:10:00 AM,048XX N LOWELL AVE,THEFT,STREET,FALSE,FALSE,1712,17,39,14,,,2019,06/17/2019 4:16:37 PM,,,,
7779,11718303,06/10/2019 6:10:00 AM,047XX N LAWNDALE AVE,BURGLARY,APARTMENT,FALSE,FALSE,1723,17,35,14,,,2019,06/17/2019 4:16:37 PM,,,,
7780,11718659,06/10/2019 6:00:00 AM,027XX E 75TH ST,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,334,3,7,43,,,2019,06/17/2019 4:16:37 PM,,,,
7781,11717454,06/10/2019 6:00:00 AM,0000X W JACKSON BLVD,THEFT,CONVENIENCE STORE,FALSE,FALSE,113,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7784,11718788,06/10/2019 6:00:00 AM,013XX N KILDARE AVE,THEFT,APARTMENT,FALSE,FALSE,2534,25,37,23,,,2019,06/17/2019 4:16:37 PM,,,,
7785,11718494,06/10/2019 5:46:00 AM,083XX S PEORIA ST,BATTERY,ALLEY,FALSE,TRUE,613,6,21,71,,,2019,06/17/2019 4:16:37 PM,,,,
7786,11718709,06/10/2019 5:45:00 AM,003XX S WACKER DR,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,122,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7788,11720568,06/10/2019 5:45:00 AM,0000X W ILLINOIS ST,THEFT,HOTEL/MOTEL,FALSE,FALSE,1831,18,42,8,,,2019,06/17/2019 4:16:37 PM,,,,
7789,11717471,06/10/2019 5:36:00 AM,062XX S ELLIS AVE,THEFT,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,313,3,20,42,,,2019,06/17/2019 4:16:37 PM,,,,
7792,11721138,06/10/2019 5:30:00 AM,078XX S STATE ST,THEFT,STREET,FALSE,FALSE,623,6,6,69,,,2019,06/17/2019 4:16:37 PM,,,,
7793,11717629,06/10/2019 5:20:00 AM,005XX S MICHIGAN AVE,THEFT,HOTEL/MOTEL,FALSE,FALSE,123,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7795,11717291,06/10/2019 4:55:00 AM,028XX W PERSHING RD,THEFT,APARTMENT,FALSE,FALSE,911,9,12,58,,,2019,06/17/2019 4:16:37 PM,,,,
7797,11718003,06/10/2019 4:45:00 AM,004XX W BRIAR PL,CRIMINAL TRESPASS,OTHER,FALSE,FALSE,1934,19,44,6,,,2019,06/17/2019 4:16:37 PM,,,,
7799,11719506,06/10/2019 4:38:00 AM,052XX S KENWOOD AVE,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,234,2,4,41,,,2019,06/17/2019 4:16:37 PM,,,,
7801,11717319,06/10/2019 4:32:00 AM,013XX E 70TH ST,BATTERY,APARTMENT,TRUE,FALSE,321,3,5,43,,,2019,06/17/2019 4:16:37 PM,,,,
7802,11723675,06/10/2019 4:30:00 AM,006XX W FULTON MARKET,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1214,12,42,28,,,2019,06/17/2019 4:16:37 PM,,,,
7803,11717289,06/10/2019 4:30:00 AM,043XX W 55TH ST,THEFT,RESIDENCE,FALSE,TRUE,815,8,23,62,,,2019,06/17/2019 4:16:37 PM,,,,
7805,11719777,06/10/2019 4:25:00 AM,003XX W 64TH ST,BATTERY,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,722,7,20,68,,,2019,06/17/2019 4:16:37 PM,,,,
7806,11717256,06/10/2019 4:21:00 AM,043XX S LANGLEY AVE,WEAPONS VIOLATION,STREET,FALSE,FALSE,221,2,4,38,,,2019,06/17/2019 4:16:37 PM,,,,
7807,11717282,06/10/2019 4:20:00 AM,037XX N HALSTED ST,CRIMINAL TRESPASS,RESTAURANT,TRUE,FALSE,1923,19,46,6,,,2019,06/17/2019 4:16:37 PM,,,,
7810,11717316,06/10/2019 4:00:00 AM,035XX S HONORE ST,THEFT,STREET,FALSE,FALSE,912,9,12,59,,,2019,06/17/2019 4:16:37 PM,,,,
7811,11717270,06/10/2019 3:56:00 AM,071XX S JEFFERY BLVD,THEFT,APARTMENT,FALSE,FALSE,333,3,5,43,,,2019,06/17/2019 4:16:37 PM,,,,
7813,11717274,06/10/2019 3:53:00 AM,044XX N FRANCISCO AVE,BATTERY,APARTMENT,FALSE,TRUE,1724,17,33,14,,,2019,06/17/2019 4:16:37 PM,,,,
7814,11717345,06/10/2019 3:45:00 AM,023XX W BELMONT AVE,NARCOTICS,ALLEY,TRUE,FALSE,1921,19,32,5,,,2019,06/17/2019 4:16:37 PM,,,,
7815,11721728,06/10/2019 3:45:00 AM,063XX S DR MARTIN LUTHER KING JR DR,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,312,3,20,69,,,2019,06/17/2019 4:16:37 PM,,,,
7816,11717337,06/10/2019 3:42:00 AM,055XX W VAN BUREN ST,BATTERY,STREET,TRUE,TRUE,1522,15,29,25,,,2019,06/17/2019 4:16:37 PM,,,,
7817,11717242,06/10/2019 3:40:00 AM,073XX S EMERALD AVE,BATTERY,RESIDENCE,FALSE,TRUE,732,7,6,68,,,2019,06/17/2019 4:16:37 PM,,,,
7819,11719599,06/10/2019 3:30:00 AM,013XX N ARTESIAN AVE,THEFT,APARTMENT,FALSE,FALSE,1423,14,26,24,,,2019,06/17/2019 4:16:37 PM,,,,
7820,11717608,06/10/2019 3:30:00 AM,014XX W LAKE ST,THEFT,BAR OR TAVERN,FALSE,FALSE,1224,12,27,28,,,2019,06/17/2019 4:16:37 PM,,,,
7823,11717258,06/10/2019 3:22:00 AM,0000X W JACKSON BLVD,BATTERY,SIDEWALK,FALSE,FALSE,113,1,42,32,,,2019,06/17/2019 4:16:37 PM,,,,
7826,11717235,06/10/2019 3:10:00 AM,007XX N TRUMBULL AVE,BATTERY,SIDEWALK,FALSE,FALSE,1121,11,27,23,,,2019,06/17/2019 4:16:37 PM,,,,
7827,11718432,06/10/2019 3:00:00 AM,089XX S EUCLID AVE,THEFT,STREET,FALSE,FALSE,413,4,8,48,,,2019,06/17/2019 4:16:37 PM,,,,
7828,11718119,06/10/2019 3:00:00 AM,045XX N KEDVALE AVE,CRIMINAL TRESPASS,STREET,FALSE,FALSE,1722,17,39,14,,,2019,06/17/2019 4:16:37 PM,,,,
7829,11717247,06/10/2019 3:00:00 AM,013XX N ARTESIAN AVE,BATTERY,RESIDENCE,FALSE,FALSE,1423,14,26,24,,,2019,06/17/2019 4:16:37 PM,,,,
7830,11717328,06/10/2019 2:50:00 AM,006XX E MORGAN DR,BATTERY,STREET,FALSE,FALSE,233,2,20,40,,,2019,06/17/2019 4:16:37 PM,,,,
7831,11717245,06/10/2019 2:48:00 AM,055XX S KENNETH AVE,BATTERY,OTHER,FALSE,FALSE,813,8,13,62,,,2019,06/17/2019 4:16:37 PM,,,,
7833,11717204,06/10/2019 2:45:00 AM,042XX N CICERO AVE,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,1624,16,45,15,,,2019,06/17/2019 4:16:37 PM,,,,
7834,11717209,06/10/2019 2:41:00 AM,014XX W 90TH ST,WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,2222,22,21,73,,,2019,06/17/2019 4:16:37 PM,,,,
